순번,회사명,공장대표주소(지번),업종명,전화번호
9681,준성화학,부산광역시 강서구 송정동 1771-7번지,비금속류 해체 및 선별업 외 2 종,051-831-5820
9682,준세산업,부산광역시 강서구 송정동 1729-8번지,합성수지 및 기타 플라스틱 물질 제조업 외 1 종,051-831-2445
9683,준영웰텍(주),부산광역시 강서구 녹산동 1337-6번지,배전반 및 전기 자동제어반 제조업,051-831-1377
9684,중모토이플러스,부산광역시 강서구 송정동 1500-21번지,인형 및 장난감 제조업 외 2 종,051-203-0932
9685,중부기업,부산광역시 강서구 송정동 1551-11,화학섬유직물 직조업,미등록
9686,중부산보육사,부산광역시 부산진구 당감동 636-12 102호,연사 및 가공사 제조업 외 57 종,051-808-0622
9687,중앙광고기업,부산광역시 중구 중앙동4가 40-4번지,간판 및 광고물 제조업 외 7 종,051-466-7720
9688,중앙기전,부산광역시 강서구 대저2동 1253-2번지,배전반 및 전기 자동제어반 제조업,051-941-9422
9689,중앙냉열,부산광역시 영도구 동삼동 201-67,선박 구성 부분품 제조업,051-416-5944
9690,중앙분체,부산광역시 사하구 다대동 1500-6번지,그 외 자동차용 신품 부품 제조업 외 3 종,051-261-3590
9691,중앙산업 ,부산광역시 금정구 회동동 557-1번지,기타 무선 통신장비 제조업 외 2 종,051-532-3500
9692,중앙섬유(주),부산광역시 사하구 장림동 439-2,편조원단 제조업 외 1 종,051-985-6440
9693,중앙섬유(주) 사하지점,부산광역시 사하구 신평동 650-6,"직물, 편조원단 및 의복류 염색 가공업",051-985-6449
9694,중앙섬유(주) 사하지점,부산광역시 사하구 신평동 650-10,"직물, 편조원단 및 의복류 염색 가공업",051-985-6449
9695,중앙수중개발,부산광역시 영도구 청학동 330-121번지 중앙수중개발,선박 구성 부분품 제조업,051-442-4461
9696,중앙씨앤에스 주식회사,부산광역시 강서구 강동동 85-21번지,기타 신발 제조업,055-237-5394
9697,중앙아크릴수지공업사,부산광역시 사상구 감전동 147-1번지,그 외 기타 플라스틱 제품 제조업 외 3 종,051-322-1841
9698,중앙정판인쇄사,부산광역시 사상구 삼락동 342-19번지 202-1호,기타 인쇄업 외 2 종,051-305-1305
9699,중앙후렌지공업(주),부산광역시 강서구 송정동 1635-20번지,강관 제조업 외 1 종,051-832-2146
9700,중원엔지니어링(주) 부산공장,부산광역시 사하구 다대동 1512-3번지,육상 금속 골조 구조재 제조업 외 1 종,043-883-9700
9701,중원정공,부산광역시 사상구 덕포동 268-15 번지,선박 구성 부분품 제조업,051-301-8269
9702,쥬얼진용,부산광역시 남구 용당동 산 100번지 부경대학교 창업보육센터 512동,귀금속 및 관련제품 제조업,051-621-6011
9703,지.에스하이테커(주),부산광역시 사상구 감전동 132-7번지 부산디지털밸리아파트형공장 616호,선박 구성 부분품 제조업 외 4 종,051-832-0456
9704,지광기업,부산광역시 사상구 덕포동 462-1번지,그 외 기타 플라스틱 제품 제조업,051-303-8949
9705,지나푸드 주시회사,부산광역시 서구 암남동 762번지 수산가공선진화단지 B동 3층 305 B동 3층 305호,수산동물 냉동품 제조업,070-7717-3213
9706,지누애드,부산광역시 연제구 연산동 589-2번지 D동 206호,경 인쇄업 외 2 종,051-852-1694
9707,지니에듀테크(주),부산광역시 북구 만덕동 908-8번지,디지털 적층 성형기계 제조업,051-331-0110
9708,지니텍,부산광역시 금정구 금사동 37-14,그 외 기타 전자부품 제조업 외 3 종,070-4640-2525
9709,지니텍 ,부산광역시 금정구 회동동 552-1번지 2층 205,그 외 기타 전자부품 제조업 외 1 종,070-4640-2525
9710,지르코쟌 치과기공소,부산광역시 연제구 연산동 726-1번지 4층,정형외과용 및 신체보정용 기기 제조업,051-864-4993
9711,지명우드텍,부산광역시 기장군 정관읍 용수리 418-1,일반 제재업,051-728-3667
9712,지바마린코리아(주),부산광역시 사하구 구평동 38-95번지,선박 구성 부분품 제조업,051-418-8998
9713,지비아이코리아(GBI KOREA),부산광역시 사상구 감전동 504-22,선박 구성 부분품 제조업 외 26 종,051-784-5996
9714,지산정공,부산광역시 사하구 다대동 1514-1번지,선박 구성 부분품 제조업,051-263-0972
9715,지성문화산업사,부산광역시 사상구 삼락동 364-13번지,기타 인쇄업 외 1 종,051-305-1058
9716,지성정밀,부산광역시 사상구 삼락동 117-16번지,주형 및 금형 제조업,051-302-3309
9717,지성정밀,부산광역시 사상구 모라동 657-15번지,자동차 재제조 부품 제조업,051-303-1730
9718,지성정밀,부산광역시 사상구 모라동 657-5번지,볼트 및 너트류 제조업 외 5 종,051-303-1730
9719,지성할피,부산광역시 사하구 장림동 914-4 번지 장림월드리치 101호,모피 및 가죽 제조업,051-266-3831
9720,지수정밀,부산광역시 사상구 감전동 157-22번지,주형 및 금형 제조업,051-313-4878
9721,지승기업,부산광역시 강서구 대저2동 1157-2번지,그 외 자동차용 신품 부품 제조업 외 31 종,051-972-3164
9722,지아고케미칼(주),부산광역시 기장군 기장읍 청강리 706-6번지,그 외 기타 고무제품 제조업,051-721-0101
9723,지앤디(GND),부산광역시 동래구 온천동 782-41번지 E&B빌딩 지하 1층,커튼 및 유사제품 제조업 외 1 종,051-553-1656
9724,지앤티네트웍스 주식회사,"부산광역시 동래구 사직동 70-14번지 (3층, 지하1층)",방송장비 제조업 외 5 종,051-556-6271
9725,지앤티소결(주),부산광역시 기장군 기장읍 교리 330-4번지,기타 구조용 금속제품 제조업,051-722-8331
9726,지에스 공구,부산광역시 사상구 모라동 700-16번지,톱 및 호환성 공구 제조업,051-327-3802
9727,지에스볼트(주),부산광역시 강서구 화전동 589-4번지,볼트 및 너트류 제조업 외 2 종,051-831-6896
9728,지에스비(GSB)솔루션 주식회사,부산광역시 강서구 화전동 589-6번지,볼트 및 너트류 제조업 외 4 종,051-936-3333
9729,지에스비(GSB)솔루션 주식회사,부산광역시 강서구 화전동 591-4번지,볼트 및 너트류 제조업 외 2 종,051-936-3333
9730,지에스비(GSB)솔루션 주식회사,부산광역시 강서구 화전동 591-8,볼트 및 너트류 제조업 외 2 종,051-936-3333
9731,지에스엠(주),부산광역시 강서구 송정동 1561-9번지,기타 물품 취급장비 제조업,051-831-6301
9732,지에스정밀,부산광역시 영도구 대교동1가 28-10번지,선박 구성 부분품 제조업,051-412-5714
9733,지에스중공업(주),부산광역시 강서구 신호동 209-1번지,기타 물품 취급장비 제조업 외 18 종,051-971-5755
9734,지에스하이드로코리아(주),부산광역시 강서구 구랑동 1225-10,유압기기 제조업,051-290-2010
9735,지에이치피 시스템(주),부산광역시 강서구 대저2동 3141-2번지,유압기기 제조업,051-941-3575
9736,지에이치피시스템(주),부산광역시 강서구 미음동 1580-3번지,"탭, 밸브 및 유사장치 제조업 외 1 종",051-941-3575
9737,지엔에스,"부산광역시 강서구 송정동 1563-10번지 (송정동, 1563-10)",금속 절삭기계 제조업 외 1 종,미등록
9738,지엔텍(주),부산광역시 강서구 구랑동 1215-4번지,육상 금속 골조 구조재 제조업,051-971-4171
9739,지엔피테크,부산광역시 강서구 지사동 1202-3번지,운송장비 조립용 플라스틱제품 제조업 외 1 종,051-897-4336
9740,지엘티에스,부산광역시 강서구 미음동 1635-5,기타 조명장치 제조업 외 2 종,070-7576-4884
9741,지엠금속(주),부산광역시 사상구 감전동 958-18번지,도금업,051-312-5600
9742,지엠정공,부산광역시 강서구 강동동 29-622번지,유압기기 제조업,051-831-3345
9743,지엠지랩 주식회사,"부산광역시 사하구 하단동 840번지 부산동아대학교승학캠퍼스 창업보육센터, 3층 302호",농업 및 임업용 기계 제조업,070-3411-7899
9744,지엠티인더스트리,부산광역시 강서구 녹산동 554-41,"탭, 밸브 및 유사장치 제조업",미등록
9745,지엠퍼니처,부산광역시 강서구 강동동 705-1번지,기타 목재가구 제조업,051-972-9966
9746,지예패션,부산광역시 영도구 신선동2가 32번지,"근무복, 작업복 및 유사의복 제조업 외 3 종",미등록
9747,지오덴트,부산광역시 사하구 신평동 599-8번지,치과용 기기 제조업,051-207-2804
9748,지오센스멀티테크,부산광역시 금정구 회동동 149-10번지,그 외 기타 전자부품 제조업 외 1 종,051-532-7177
9749,지오소나(주),부산광역시 강서구 화전동 598-17 109호 109호,기타 선박 건조업 외 1 종,051-203-1388
9750,지오에스티 주식회사,부산광역시 강서구 미음동 1637-21,그 외 기타 일반목적용 기계 제조업,미등록
9751,지오엠텍,부산광역시 영도구 대평동1가 129-3번지,선박 구성 부분품 제조업,051-413-4363
9752,지우정밀,부산광역시 강서구 강동동 1515-2 번지,그 외 기타 일반목적용 기계 제조업 외 1 종,051-301-7891
9753,지원냉열시스템,부산광역시 사하구 장림동 341-6번지,"용기 세척, 포장 및 충전기 제조업 외 1 종",051-262-6708
9754,지원스틸,부산광역시 강서구 화전동 598-12,그 외 기타 1차 철강 제조업,051-972-4708
9755,지원테크,부산광역시 사상구 모라동 728-25번지,육상 금속 골조 구조재 제조업 외 13 종,051-303-3828
9756,지이텍 주식회사,부산광역시 강서구 송정동 1722-1,구조용 금속 판제품 및 공작물 제조업,051-832-5246
9757,지이텍(주),부산광역시 강서구 생곡동 1484-7번지,선박 구성 부분품 제조업 외 1 종,051-832-5246
9758,지인디자인,부산광역시 부산진구 가야동  50-17번지 외 1필지,간판 및 광고물 제조업,051-803-3322
9759,지일렉콤,부산광역시 해운대구 재송동 1148-6번지 지하1층,그 외 기타 전기장비 제조업,051-525-8535
9760,지케이이엔지,부산광역시 사상구 모라동 550-3 중소기업협업화공단 201호,기타 직물제품 제조업,미등록
9761,지케이인더스트리,부산광역시 영도구 청학동 3-1,"탭, 밸브 및 유사장치 제조업 외 1 종",051-418-3876
9762,지티에프코리아(유),부산광역시 강서구 송정동 1523-5번지,선박 구성 부분품 제조업,051-441-1292
9763,지티엠(주),부산광역시 강서구 대저1동 2988,그 외 기타 특수목적용 기계 제조업,051-717-3178
9764,지피 인터내셔날,부산광역시 강서구 명지동 3151-3,"탭, 밸브 및 유사장치 제조업",051-294-2330
9765,지피케이(주),부산광역시 강서구 송정동 1569-17번지,도금업,051-831-0680
9766,직희산업,부산광역시 사상구 학장동 722-2번지,주형 및 금형 제조업,051-311-4892
9767,진 엔지니어링,부산광역시 영도구 남항동3가 24 (주)범우엔지니어링,선박 구성 부분품 제조업,051-414-5309
9768,진광금형,부산광역시 사하구 구평동 255번지,그 외 기타 플라스틱 제품 제조업 외 1 종,051-264-4492
9769,진광기계,부산광역시 강서구 죽동동 353-4번지,금속 절삭기계 제조업,051-972-6090
9770,진광기공(주),부산광역시 강서구 송정동 1629-4번지,유압기기 제조업 외 9 종,051-294-8623
9771,진광정밀,부산광역시 강서구 대저1동 498-76번지,금속 절삭기계 제조업,051-529-7704
9772,진명기업,부산광역시 기장군 일광면 문중리 116-1번지,"물질 검사, 측정 및 분석기구 제조업",051-723-3383
9773,진명사,부산광역시 사하구 장림동 339-23번지,기타자동차부품제조업,051-261-4983
9774,진보정밀,부산광역시 강서구 송정동 1666-2번지,절삭가공 및 유사처리업,미등록
9775,진보정밀,부산광역시 강서구 강동동 33-82번지,그 외 기타 분류 안된 금속 가공 제품 제조업 외 12 종,051-971-1451
9776,진보퍼니처,부산광역시 기장군 정관읍 달산리 896-4,기타 목재가구 제조업,051-635-9638
9777,진성,부산광역시 사하구 괴정동 217-1번지 창업보육센터 501호,메모리용 전자집적회로 제조업 외 16 종,051-714-3590
9778,진성NTC,부산광역시 금정구 금사동 68-26 2층,접착제 및 젤라틴 제조업,미등록
9779,진성금속,부산광역시 강서구 강동동 3726-1번지,볼트 및 너트류 제조업 외 2 종,051-302-7113
9780,진성금형,부산광역시 사상구 덕포동 384-7번지,주형 및 금형 제조업,051-304-7863
9781,진성금형2공장,부산광역시 사상구 덕포동 269-6,기타 비철금속 주조업,051-304-7863
9782,진성기업,부산광역시 강서구 신호동 291-7번지,금속탱크 및 저장용기 제조업 외 7 종,051-831-5658
9783,진성산업(주),부산광역시 강서구 송정동 1567-8,도금업,미등록
9784,진성산전,부산광역시 강서구 미음동 1580-3번지,배전반 및 전기 자동제어반 제조업 외 1 종,051-714-6445
9785,진성섬유,부산광역시 강서구 송정동 1733-5번지,화학섬유직물 직조업,051-831-0341
9786,진성엔지니어링,부산광역시 영도구 청학동 330-139번지 진성엔지니어링 공장,선박 구성 부분품 제조업,051-415-0129
9787,진성엔지니어링,부산광역시 강서구 강동동 84-15번지 56-34,선박 구성 부분품 제조업,051-301-5093
9788,진성엔텍,부산광역시 영도구 대평동1가 23-3,선박 구성 부분품 제조업,051-413-4020
9789,진성정밀,부산광역시 강서구 대저2동 3141-3번지,선박 구성 부분품 제조업,051-312-4738
9790,진성정밀,부산광역시 강서구 신호동 210-1,절삭가공 및 유사처리업,미등록
9791,진성정밀,부산광역시 사상구 모라동 700-3번지,주형 및 금형 제조업,051-303-5546
9792,진성정밀,부산광역시 사상구 감전동 172-6,자동차 엔진용 신품 부품 제조업 외 2 종,051-316-9336
9793,진성정밀,부산광역시 사상구 학장동 235-5,그 외 기타 분류 안된 금속 가공 제품 제조업,051-324-1947
9794,진성정밀공업사,부산광역시 사하구 구평동 130번지 외 1필지,"탭, 밸브 및 유사장치 제조업",051-264-4738
9795,진성정밀금속(주),부산광역시 강서구 지사동 1207-10번지,강주물 주조업 외 1 종,미등록
9796,진성정밀금속(주),부산광역시 강서구 지사동 1207-11,강주물 주조업,051-831-7333
9797,진성축산,부산광역시 강서구 대저1동 665-33,육류 포장육 및 냉동육 가공업 (가금류 제외),051-305-1628
9798,진성케어,부산광역시 남구 감만동 189-78번지 유창그린2차아파트 상가동 지하 101호-103호,의료용품 및 기타 의약 관련제품 제조업 외 1 종,051-631-9320
9799,진성테크,부산광역시 사상구 감전동 158-4번지,기어 및 동력전달장치 제조업,051-314-6312
9800,진성푸드,부산광역시 부산진구 개금동  22번지,그 외 기타 식료품 제조업,051-521-3879
9801,진성피팅,부산광역시 강서구 송정동 1646-4번지,강관 제조업 외 1 종,051-831-5181
9802,진솔식품,부산광역시 해운대구 반여동 559번지 반여농산물도매시장 관련상품동,"수산동물 훈제, 조리 및 유사 조제식품 제조업 외 2 종",미등록
9803,진수산업(주),부산광역시 사하구 다대동 1520-1번지,끈 및 로프 제조업,051-264-9950
9804,진승수산(주),부산광역시 사하구 감천동 774-5,수산동물 냉동품 제조업,051-202-3441
9805,진승정기,부산광역시 사상구 덕포동 390-4번지,"탭, 밸브 및 유사장치 제조업",051-301-2871
9806,진아전기,부산광역시 영도구 봉래동1가 38-1번지,선박 구성 부분품 제조업,051-413-1246
9807,진양공업사,부산광역시 강서구 강동동 3205-1 번지,그 외 자동차용 신품 부품 제조업 외 3 종,051-972-2251
9808,진양산업(주),부산광역시 강서구 화전동 596-4 번지,볼트 및 너트류 제조업 외 2 종,051-831-1170
9809,진양산업(주),부산광역시 강서구 미음동 1633-5,볼트 및 너트류 제조업,051-831-1170
9810,진양스틸주식회사,부산광역시 사상구 학장동 724-23번지,그 외 기타 1차 철강 제조업 외 1 종,051-323-1144
9811,진양식품 주식회사,부산광역시 기장군 정관읍 달산리 44-27번지,수산식물 가공 및 저장 처리업,051-522-0033
9812,진양어망(주),부산광역시 사하구 장림동 340-7번지,어망 및 기타 끈 가공품 제조업,051-266-4554
9813,진양어망(주),부산광역시 사하구 장림동 343-3번지,어망 및 기타 끈 가공품 제조업,051-266-4554
9814,진양오토모티브(주) 부산공장,부산광역시 강서구 지사동 1204,그 외 자동차용 신품 부품 제조업 외 3 종,051-972-2650
9815,진양조선공업(주),부산광역시 영도구 남항동3가 24번지,강선 건조업 외 1 종,051-414-7771
9816,진양철강공업(주),부산광역시 사상구 학장동 230-6번지 외 1필지,철강선 제조업,051-322-0380
9817,진양코아,부산광역시 강서구 신호동 208-25번지,구조용 금속 판제품 및 공작물 제조업,051-831-7690
9818,진양코아,부산광역시 강서구 송정동 1502-3번지,절삭가공 및 유사처리업,051-831-7694
9819,진양화스너,부산광역시 강서구 화전동 596-4,볼트 및 너트류 제조업,051-831-1173
9820,진영엔지니어링,부산광역시 사하구 장림동 980-86번지,배전반 및 전기 자동제어반 제조업,051-941-0435
9821,진영이노텍,부산광역시 강서구 송정동 1622-4번지,주형 및 금형 제조업,051-832-0433
9822,진영캐스팅,부산광역시 사상구 학장동 227-4번지,선철주물 주조업,051-313-4316
9823,진영테크놀,부산광역시 강서구 송정동 1497-8번지,운송장비 조립용 플라스틱제품 제조업 외 1 종,051-973-2020
9824,진영화학,부산광역시 사상구 삼락동 119-10,기타 신발 제조업,051-301-2113
9825,진우공업(주),부산광역시 강서구 미음동 1090번지,볼트 및 너트류 제조업 외 2 종,051-717-2666
9826,진우공업(주)강서지점,부산광역시 강서구 구랑동 1194-12,그 외 금속파스너 및 나사제품 제조업,051-717-2666
9827,진우레탄,부산광역시 강서구 대저2동 1265-1번지,그 외 기타 달리 분류되지 않은 제품 제조업 외 1 종,051-892-6378
9828,진우엔지니어링(주),부산광역시 강서구 화전동 582-12번지,육상 금속 골조 구조재 제조업 외 2 종,051-322-1012
9829,진우정밀,부산광역시 사하구 장림동 1033-25번지,자동차 엔진용 신품 부품 제조업 외 1 종,051-266-3731
9830,진우정밀,부산광역시 강서구 대저2동 5958번지,운송장비 조립용 플라스틱제품 제조업 외 1 종,051-972-5061
9831,진원하이드로릭,부산광역시 강서구 대저1동 511-5번지,유압기기 제조업,051-324-2179
9832,진원하이드로릭,부산광역시 사상구 학장동 719-7번지,기타 가공 공작기계 제조업,051-324-2179
9833,진유리,부산광역시 기장군 기장읍 청강리 163-1번지 진유리,안전유리 제조업 외 1 종,051-724-6266
9834,진일사,부산광역시 사상구 주례동 686-3번지,그 외 자동차용 신품 부품 제조업 외 20 종,051-806-4813
9835,진일산업,부산광역시 강서구 대저1동 515-35번지,그 외 기타 플라스틱 제품 제조업,051-264-1357
9836,진일식품,부산광역시 사상구 삼락동 75-13번지,김치류 제조업 외 1 종,051-304-2985
9837,진일전기공업사,부산광역시 영도구 대평동1가 126번지,선박 구성 부분품 제조업,051-412-9393
9838,진주 인더스트리,부산광역시 기장군 장안읍 명례리 909-4,절삭가공 및 유사처리업,미등록
9839,진주식품,부산광역시 강서구 송정동 1742-17번지,기타 수산동물 가공 및 저장 처리업,051-831-9138
9840,진주화학,부산광역시 강서구 강동동 2940-25번지,운송장비 조립용 플라스틱제품 제조업,051-972-2734
9841,진진체인,부산광역시 강서구 녹산동 555-7 번지,일반철물 제조업,051-262-8271
9842,진초경산업,부산광역시 강서구 식만동 511-5번지,톱 및 호환성 공구 제조업,051-528-2364
9843,진테크,부산광역시 강서구 대저1동 3192-2번지,그 외 기타 특수목적용 기계 제조업 외 1 종,051-311-2845
9844,진평산업(주),부산광역시 사하구 다대동 1518-3번지,금속 절삭기계 제조업,051-302-6561
9845,진해물산(주),부산광역시 강서구 녹산동 97-5번지,수산식물 가공 및 저장 처리업 외 1 종,051-941-2400
9846,진향당,부산광역시 기장군 장안읍 장안리 292,차류 가공업,미등록
9847,진현테크,부산광역시 강서구 대저1동 790-4번지,기어 및 동력전달장치 제조업,051-304-1906
9848,진홍 TECH,부산광역시 강서구 송정동 1606-3번지,절삭가공 및 유사처리업,051-831-1131
9849,진화기공,부산광역시 강서구 지사동 1207-12번지,절삭가공 및 유사처리업,미등록
9850,진흥공업(주),부산광역시 사하구 신평동 567-30번지,끈 및 로프 제조업,051-293-1528
9851,진흥금속,부산광역시 사상구 감전동 514-10번지,볼트 및 너트류 제조업 외 2 종,051-316-8062
9852,진흥기계,부산광역시 강서구 죽동동 473-10번지,절삭가공 및 유사처리업,051-971-4378
9853,진흥산업,부산광역시 사하구 신평동 568-2번지,플라스틱 필름 제조업 외 2 종,051-203-3542
9854,진흥산업,부산광역시 강서구 봉림동 653-6,기타 직물제품 제조업,051-326-9097
9855,진흥산업,부산광역시 강서구 지사동 1393-3,금속탱크 및 저장용기 제조업,051-972-4693
9856,진흥양산,부산광역시 중구 대청동4가 84-21번지,그 외 기타 달리 분류되지 않은 제품 제조업,051-462-7568
9857,진흥염업사,부산광역시 강서구 대저2동 6032번지,가공 및 정제염 제조업,051-314-3140
9858,진흥정공,부산광역시 강서구 구랑동 1209-1번지,절삭가공 및 유사처리업 외 2 종,051-831-5911
9859,진흥정밀,부산광역시 사상구 덕포동 254-2번지,그 외 기타 분류 안된 금속 가공 제품 제조업 외 1 종,051-304-8178
9860,진흥테크,부산광역시 강서구 송정동 1677-3번지,육상 금속 골조 구조재 제조업 외 1 종,051-831-4388
9861,진흥테크(주),부산광역시 사하구 장림동 1088-6번지,도장 및 기타 피막처리업,051-262-8812
9862,집현전종합교구,부산광역시 강서구 강동동 51-30번지,기타 목재가구 제조업,051-636-7700
9863,차이(주),부산광역시 남구 용당동 산 100번지 부경대학교 산학협력관 506호,전시 및 광고용 조명장치 제조업,미등록
9864,차칸합판,부산광역시 강서구 대저1동 323-21번지,주방용 및 음식점용 목재가구 제조업 외 2 종,미등록
9865,찬경기업,부산광역시 강서구 대저2동 4808-3번지,액체 펌프 제조업,051-323-1110
9866,찰스인코리아,부산광역시 금정구 서동 147-54 1층,"천막, 텐트 및 유사 제품 제조업 외 11 종",055-545-3365
9867,참손푸드(주),부산광역시 서구 암남동 739번지,"수산동물 훈제, 조리 및 유사 조제식품 제조업 외 4 종",051-250-7000
9868,참앤찬푸드,부산광역시 강서구 대저1동 3628-1번지,가금류 가공 및 저장 처리업 외 2 종,051-973-3603
9869,참좋은우리주식회사,부산광역시 남구 용당동 535번지 동명대학교 산학협력관 창업보호센터 404호,그 외 기타 전기장비 제조업,051-902-5263
9870,참코B&C,부산광역시 사하구 신평동 475번지,곡물 혼합분말 및 반죽 제조업 외 1 종,070-7006-5588
9871,창녕정밀,부산광역시 사상구 학장동 723-27번지,디지털 적층 성형기계 제조업 외 1 종,051-326-9067
9872,창녕정밀공업사,부산광역시 강서구 송정동 1502-12번지,절삭가공 및 유사처리업,051-302-6139
9873,창녕정밀공업사,부산광역시 사상구 삼락동 352-13번지,그 외 자동차용 신품 부품 제조업 외 3 종,051-302-6139
9874,창산기업,부산광역시 사상구 괘법동 568-5 번지,유압기기 제조업,051-319-1251
9875,창선랙기어,부산광역시 사상구 주례동 686-8번지,기어 및 동력전달장치 제조업,051-322-6496
9876,창성기계공업사,부산광역시 사상구 모라동 710-19번지,금속 절삭기계 제조업,051-327-4067
9877,창성다이스,부산광역시 사상구 모라동 75-8 신모라공단 302호,기타 가공 공작기계 제조업,051-305-0246
9878,창성직물,부산광역시 강서구 송정동 1551-4번지,화학섬유직물 직조업 외 1 종,051-832-1598
9879,창성테크,부산광역시 강서구 대저1동 328-38번지,육상 금속 골조 구조재 제조업 외 1 종,051-328-6033
9880,창성테크,부산광역시 강서구 대저1동 321-30번지,금속 주조 및 기타 야금용 기계 제조업 외 4 종,051-301-2004
9881,창성테크,부산광역시 사상구 감전동 501-3,기타 가공 공작기계 제조업,051-311-3739
9882,창승테크,부산광역시 사하구 장림동 442-0,볼트 및 너트류 제조업 외 3 종,051-311-0237
9883,창신가스(주),부산광역시 사상구 학장동 727-10번지,산업용 가스 제조업,051-311-5937
9884,창신금속,부산광역시 강서구 명지동 3153-32번지,볼트 및 너트류 제조업 외 2 종,051-314-9203
9885,창신기계공업(주),부산광역시 강서구 생곡동 1594-7번지,산업용 송풍기 및 배기장치 제조업 외 11 종,051-322-2206
9886,창신기업사,부산광역시 사상구 모라동 715-15번지,자동차 차체용 신품 부품 제조업 외 1 종,051-301-4811
9887,창신섬유,부산광역시 사하구 신평동 652-7번지,솜 및 실 염색가공업 외 2 종,051-208-3973
9888,창신에스티에스 주식회사,부산광역시 강서구 미음동 1634-6,강관 제조업,051-711-6133
9889,창신정밀,부산광역시 사상구 삼락동 80-8번지,그 외 기타 일반목적용 기계 제조업 외 3 종,051-304-4009
9890,창신정밀기계,부산광역시 강서구 송정동 1460-3,절삭가공 및 유사처리업,051-971-1735
9891,창신풍력(주),부산광역시 강서구 생곡동 1594-7번지,산업용 송풍기 및 배기장치 제조업,051-322-2206
9892,창신풍력이엔지(주),부산광역시 강서구 강동동 1628번지,산업용 송풍기 및 배기장치 제조업 외 2 종,051-791-2206
9893,창신프라스틱,부산광역시 강서구 송정동 1727-7번지,그 외 기타 플라스틱 제품 제조업 외 2 종,051-831-7912
9894,창영테크,부산광역시 강서구 대저1동 3671-11번지,강관 제조업 외 1 종,미등록
9895,창우산업,부산광역시 강서구 식만동 363-2번지,유압기기 제조업,051-832-5021
9896,창우해양주식회사,부산광역시 사하구 구평동 495-6번지,수상 금속 골조 구조재 제조업 외 5 종,051-416-1464
9897,창운금속(주),부산광역시 강서구 화전동 596-11 번지,자동차용 금속 압형제품 제조업 외 1 종,051-711-2322
9898,창의기업사,부산광역시 강서구 화전동 583-17 번지,금속 캔 및 기타 포장용기 제조업,051-831-3342
9899,창일,부산광역시 강서구 생곡동 1513-10번지,주형 및 금형 제조업,051-325-4322
9900,창일기계,부산광역시 강서구 대저2동 4558-1,선박 구성 부분품 제조업,051-941-7228
9901,창조기업,부산광역시 사상구 학장동 722-40번지,"탭, 밸브 및 유사장치 제조업",051-311-3972
9902,창조산업,부산광역시 강서구 대저1동 352-25번지,금속 절삭기계 제조업,051-332-1515
9903,창해산업(주),부산광역시 사상구 감전동 125-6번지 B동,유압기기 제조업,051-311-3571
9904,창해산업(주) 녹산공장,부산광역시 강서구 송정동 1677-3번지,금속탱크 및 저장용기 제조업 외 1 종,051-311-3571
9905,창해안전설비사,부산광역시 영도구 청학동 217-147 청학동 해신물산,선박 구성 부분품 제조업,051-413-2312
9906,창현테크,부산광역시 강서구 대저1동 3671-11번지 창현테크,기체 여과기 제조업 외 1 종,051-0941-0972
9907,창협기전,부산광역시 강서구 지사동 1179-15번지,배전반 및 전기 자동제어반 제조업,051-831-3607
9908,창호나라,부산광역시 강서구 화전동 585-5번지,육상 금속 골조 구조재 제조업,051-323-0980
9909,책임FA,부산광역시 강서구 대저1동 334-10번지,산업처리공정 제어장비 제조업,051-305-9694
9910,천광금속공업,부산광역시 사상구 삼락동 388-7번지,주형 및 금형 제조업,051-302-3775
9911,천광사,부산광역시 강서구 대저1동 317-62번지,기체 여과기 제조업,051-972-0244
9912,천광산업,부산광역시 기장군 정관읍 달산리 1051-3번지,"연 및 아연 제련, 정련 및 합금 제조업",051-727-9983
9913,천광애드,부산광역시 부산진구 부전동 527-19번지,간판 및 광고물 제조업 외 2 종,051-806-9606
9914,천광전업 주식회사,부산광역시 기장군 장안읍 좌천리 181,배전반 및 전기 자동제어반 제조업,051-727-9066
9915,천광전업(주),부산광역시 사상구 모라동 713-3번지,배전반 및 전기 자동제어반 제조업 외 3 종,051-727-9055
9916,천세철강(주),부산광역시 강서구 송정동 1682-2번지,분말 야금제품 제조업,051-832-2352
9917,천수선박,부산광역시 영도구 남항동3가 96-1번지,선박 구성 부분품 제조업,051-414-7080
9918,천수정밀공업(주),부산광역시 강서구 미음동 1636-9,절삭가공 및 유사처리업,051-317-1535
9919,천우STS,부산광역시 사하구 장림동 393-1번지,"기타 비철금속 압연, 압출 및 연신 제품 제조업",051-266-6802
9920,천우산업(주),부산광역시 사하구 다대동 1506-8번지,금속탱크 및 저장용기 제조업 외 1 종,051-264-4765
9921,천우연사,부산광역시 강서구 송정동 1744-8번지,연사 및 가공사 제조업,051-832-0142
9922,천우정밀,부산광역시 사상구 모라동 657-11번지,그 외 자동차용 신품 부품 제조업 외 3 종,051-305-9131
9923,천우조구,부산광역시 수영구 수영동 499-2번지,낚시 및 수렵용구 제조업,051-757-0126
9924,천운비앤티,부산광역시 강서구 대저1동 1741,기타 절연선 및 케이블 제조업,051-972-4426
9925,천일TS,부산광역시 강서구 대저1동 361-5번지,금속 절삭기계 제조업,051-832-0793
9926,천일계전(주),부산광역시 사상구 모라동 75-8번지 모라아파트형공장 801호,속도계 및 적산계기 제조업,051-302-7116
